revision,file_entropy
1,0.8904909516515311
4,0.41207557775542053
6,0.9127383904942524
8,0.5681340021117761
11,0.9232358053210397
14,0.0
19,0.9878172471866431
22,0.0
33,0.0
38,0.0
41,0.0
49,0.0
51,0.5428475602104597
53,0.860830578548299
54,0.0
58,0.0
59,0.37438513078485824
60,0.4361771635742613
62,0.9011640330666448
64,0.5944032998539843
65,0.0
67,0.0
68,0.0
70,0.0
77,0.7224621750366058
93,0.5926664615788768
94,0.7573335227600696
95,0.9282902439399199
99,0.0
100,0.9880545097403004
121,0.0
127,0.0
130,0.8386466631732876
131,0.0
132,0.8817032717960898
134,0.7244038866208269
137,0.0
140,0.4865421100649744
142,0.4804946857584588
144,0.8593286592702436
155,0.37651070190439995
157,0.0
164,0.0
169,0.0
170,0.0
183,0.0
186,0.0
188,0.0
189,0.0
190,0.9767266515546693
193,0.8931600046797099
201,0.0
202,0.26455328801513156
204,0.0
206,0.0
207,0.0
211,0.0
212,0.0
213,0.0
217,0.0
218,0.9656971902798324
219,0.0
222,0.0
235,0.0
238,0.8344129293770697
241,0.7251144513493655
252,0.5251661304863529
254,0.9457090390015652
255,0.0
256,0.0
259,0.0
261,0.9944140354704594
262,0.8621515820514588
265,0.8570689960204592
267,0.0
270,0.9138251196713645
271,0.7717094696953632
279,0.0
280,0.9494233971129613
282,0.6628398440530157
283,0.0
295,0.5110680017181979
299,0.8645605040430391
301,0.8648759835260009
314,0.8591791146559093
319,0.0
323,0.8783120340638492
329,0.8619891015732856
330,0.0
334,0.0
338,0.764486238776028
339,0.0
340,0.0
341,0.0
348,0.0
350,0.0
351,0.0
353,0.0
355,0.0
361,0.0
363,0.7275405299141708
367,0.0
374,0.7125837536116384
375,0.0
376,0.0
382,0.5221406510460177
383,0.897072820595991
384,0.9408702548358305
387,0.0
392,0.0
399,0.9582142142993761
401,0.8480792417755854
402,0.0
403,0.0
404,0.7464029076330116
414,0.0
416,0.8434093036321128
421,0.6584502980276927
424,0.0
427,0.0
431,0.750901549249402
432,0.6878104530170778
436,0.8563652077367216
437,0.8598767800762217
438,0.4771454589590727
439,0.0
442,0.0
448,0.0
452,0.0
453,0.32905730881450024
456,0.8264465886785923
457,0.0
458,0.6201270679805027
460,0.6180244357305549
462,0.9092554506850603
467,0.0
468,0.0
469,0.0
482,0.8490489236586936
488,0.0
495,0.0
497,0.8504352345194262
499,0.8883228967059669
502,0.8501668343590816
503,0.0
511,0.6477331280907332
512,0.9703760989664074
514,0.0
516,0.0
520,0.7076919067219384
526,0.0
527,0.0
532,0.0
533,0.0
538,0.5671692813062483
539,0.7969120403587729
541,0.8039741738455288
543,0.4618870317337018
544,0.6781351109957926
545,0.6523224187013763
549,0.5444593818874754
550,0.7986712180948226
551,0.6888042458311788
552,0.6996644265293912
553,0.0
563,0.6536007377725263
565,0.8520142839110906
566,0.0
569,0.0
577,0.5785241664682886
579,0.9130025771623327
582,0.7883711104908304
583,0.9105155571751101
588,0.5415626389007216
589,0.7040748371915729
601,0.0
602,0.5884853810609516
608,0.0
615,0.0
616,0.7795651345172685
618,0.923201663081533
619,0.0
621,0.0
630,0.8251315065938176
634,0.0
648,0.0
650,0.0
652,0.0
653,0.0
658,0.9432324773267259
665,0.9206078034102934
666,0.0
667,0.6944470279081343
668,0.8358836012606061
673,0.8444504976281537
674,0.0
676,0.5058212955154968
677,0.7690833822402235
679,0.0
680,0.03316470813847314
681,0.840879104793875
682,0.0
683,0.7813025428585361
686,0.6703072355101738
687,0.8563866741935209
691,0.0
698,0.7900311223934493
701,0.9778519545609715
703,0.0
706,0.7019606664100289
709,0.0
711,0.6033497239718905
713,0.8049107868019059
721,0.0
722,0.417918245604857
723,0.7914721397839987
724,0.4689876835778175
725,0.8675387186897499
728,0.7814748156275853
730,0.0
731,0.8023566757916392
732,0.8254450143333211
733,0.0
744,0.8325790230246409
752,0.4451698147887454
757,0.0
762,0.0
763,0.7496642480154696
764,0.0
771,0.8711406420506711
777,0.0
779,0.83241434782404
780,0.9839458954879011
782,0.0
786,0.9110951134439246
789,0.6770327628787445
790,0.0
791,0.8916326067964582
798,0.0
803,0.0
809,0.8303845739625585
811,0.0
814,0.0
816,0.0
818,0.0
820,0.0
821,0.0
822,0.9100612351473639
823,0.8529713310810331
824,0.0
825,0.0
826,0.0
827,0.0
829,0.449729332580185
830,0.0
831,0.8412161719296711
834,0.4961996250326965
837,0.0
845,0.0
853,0.0
854,0.9303102218997896
855,0.0
